station,year,month,day,mean_airT,max_airT,min_airT,max_groundT,min_groundT,suny_min
BNF,2017,8,6,25.8375,31.2,23.1,46,23.9,0
BNF,2017,8,7,24.4875,29.9,22.5,29.1,23.9,114
BNF,2017,8,8,25.6125,30.9,23.1,37.6,24.7,156
BNF,2017,8,9,26.8375,32.7,23.5,43.6,24.6,12
BNF,2017,8,10,25.125,29.2,22.5,32.9,23.2,0
BNF,2017,8,11,26,31.5,23.4,43,24.8,96
BNF,2017,8,12,25.625,30.3,22.6,37.3,23.6,114
BNF,2017,8,13,25.5125,29.6,22.7,33.8,25.1,102
BNF,2017,8,14,24.55,28.8,23,33.6,23.9,60
BNF,2017,8,15,24.9375,30.5,22.9,39.4,22.8,0
BNF,2017,8,16,24.4,28.5,22.7,39.4,22.9,0
BNF,2017,8,17,24.6375,28.9,22.5,31.6,24.1,66
BNF,2017,8,18,24.2625,29.9,22.3,33.6,23.9,348
BNF,2017,8,19,25.125,31.9,22.6,33.7,23.6,246
BNF,2017,8,20,26.9125,,22.5,40.6,23.6,486
BNF,2017,8,21,27.925,34.9,22.6,49.7,23.6,522
BNF,2017,8,22,28.0125,35.1,22.7,54.9,23.6,516
BNF,2017,8,23,28.1,35.8,23.2,59.8,24.1,450
BNF,2017,8,24,24.25,27,22,36.8,24,30
BNF,2017,8,25,23.6,26.4,22.2,34.3,23.1,0
BNF,2017,8,26,23.1625,29.3,21.7,28.9,23.6,0
BNF,2017,8,27,25.5125,33.1,22.1,51.7,23.1,348
BNF,2017,8,28,25.375,33.1,22.6,50.8,23.6,258
BNF,2017,8,29,23.95,27,22.1,33.8,23.1,0
BNF,2017,8,30,24.225,27.8,21.6,37.8,23,180
BNF,2017,8,31,25.6875,31.5,21.6,37.8,22.9,264
BNF,2017,9,1,25.1375,31.5,22.1,38.9,22.6,120
BNF,2017,9,2,25.7875,32.5,22.7,43.6,24,264
BNF,2017,9,3,27.075,35.8,23,44.1,23.1,528
BNF,2017,9,4,27.3125,32.6,23.9,47.3,23.8,288
BNF,2017,9,5,26.05,31.6,23.2,35.1,24.1,282
BNF,2017,9,6,25.075,30.9,23.2,40.4,24.2,174
BNF,2017,9,7,25.7,31.6,23,44.3,23.3,270
BNF,2017,9,8,24.8625,28.9,23.2,31.7,23.3,12
BNF,2017,9,9,24.55,28.9,22.6,35.7,23.9,102
BNF,2017,9,10,23.7375,26.5,22.5,29.9,23.1,0
BNF,2017,9,11,24.7,30,22.6,38.9,22.9,270
BNF,2017,9,12,24.6,28.2,22.6,38.8,24.1,288
BNF,2017,9,13,25.7875,33,21.9,46.5,22.9,444
BNF,2017,9,14,25.5625,33.6,22,47.4,23,378
BNF,2017,9,15,25.975,34.6,22.2,46.8,22.9,474
BNF,2017,9,16,23.9875,27,22.3,30.7,22.6,0
BNF,2017,9,17,25.6375,31.6,22.1,41.6,22.9,270
BNF,2017,9,18,25.975,32,22.4,46.6,21.7,396
BNF,2017,9,19,25.2875,32.9,21,46.9,23.1,444
BNF,2017,9,20,25.55,33.5,20.6,47.9,23,342
BNF,2017,9,21,24.9125,29,21.1,35.7,22.4,300
BNF,2017,9,22,25.5625,33.4,22,40.7,22.4,522
BNF,2017,9,23,26.6125,34.5,22.3,46.2,23.1,462
BNF,2017,9,24,26.4625,35.7,22.1,48.6,23,528
BNF,2017,9,25,26.8375,35.7,22.1,49.8,23.6,390
BNF,2017,9,26,26.2,35.1,24,34.8,24,132
BNF,2017,9,27,25.4875,32.7,23,42.1,24,366
BNF,2017,9,28,26.35,35.1,22,48.9,23.6,462
BNF,2017,9,29,25.5375,32.3,23.1,54,23,192
BNF,2017,9,30,24.75,33.3,22.1,57,21.7,222
BNF,2017,10,1,26.35,33.3,22.5,58.9,22.3,432
BNF,2017,10,2,24.85,32.3,23.1,48.8,22.7,156
BNF,2017,10,3,25.35,32.8,21.7,53,21.6,444
BNF,2017,10,4,25.6125,33.2,21.9,55.8,21.7,408
BNF,2017,10,5,25.4125,32.5,21.5,59,22.9,474
BNF,2017,10,6,25.2375,32.8,21.5,58.2,21,420
BNF,2017,10,7,25.3875,31.7,21.9,59.7,22.2,240
BNF,2017,10,8,24.55,30.2,22.7,51.1,23.6,186
BNF,2017,10,9,25.2875,32.9,21.7,49.6,21.8,528
BNF,2017,10,10,24.5,32.1,22,44.1,22.1,276
BNF,2017,10,11,25.05,31.5,22,39.2,23.6,168
BNF,2017,10,12,24.2,27.8,22,40.7,22.7,270
BNF,2017,10,13,24.7,30.9,21.6,38.8,23,54
BNF,2017,10,14,24.9,30.1,21.6,57.3,23,66
BNF,2017,10,15,25.1125,31,21.7,45.4,23.1,0
BNF,2017,10,16,23.8625,28.8,21.7,38.5,22.1,270
BNF,2017,10,17,22.075,26.7,20.1,40.3,19.8,300
BNF,2017,10,18,22.1125,26.8,19.7,39.1,19.4,24
BNF,2017,10,19,21.9625,27.3,20,44.7,20.6,48
BNF,2017,10,20,23.5875,31.7,19.2,50.6,18.3,42
BNF,2017,10,21,25.275,32.5,21.2,56.4,21.3,480
BNF,2017,10,22,25.35,32.9,21,53.7,21.6,378
BNF,2017,10,23,25.4,31,22.8,47.8,22.1,318
BNF,2017,10,24,21.0625,22.6,19.5,27.8,20.8,0
BNF,2017,10,25,20.0375,22.1,18.6,24.6,18.6,0
BNF,2017,10,26,21.7625,26,19.6,27.2,22,0
BNF,2017,10,27,22.925,30.5,20.6,31.8,22.1,570
BNF,2017,10,28,21.6125,30,17.6,30.5,21.9,462
BNF,2017,10,29,21.7,30,17.8,36.8,22.9,354
BNF,2017,10,30,20.875,27.6,17.6,30.7,20.6,390
BNF,2017,10,31,18.2375,25.8,14.1,37.8,19.6,504
BNF,2017,11,1,18.7125,26.9,14.1,45,18.9,438
BNF,2017,11,2,19.6875,28.7,15,49.2,17.1,408
BNF,2017,11,3,20.1625,28.7,15,49.9,14.7,336
BNF,2017,11,4,19.7125,28.6,15.3,51.1,15.5,486
BNF,2017,11,5,19.175,27.4,13.9,46.8,16.1,240
BNF,2017,11,6,19.1,25,15.1,34.7,18.1,24
BNF,2017,11,7,20.975,27.5,16.7,43.7,20.1,390
BNF,2017,11,8,21.9,28.4,17.6,40.2,21.1,390
BNF,2017,11,9,21.7125,27.3,17.1,45.6,21.1,174
BNF,2017,11,10,22.7,30,18.1,51.7,21.1,390
BNF,2017,11,11,22.675,30.3,17.6,53.2,21.6,342
BNF,2017,11,12,22.575,30.5,19.6,53.6,22.1,390
BNF,2017,11,13,20.725,29.6,17.6,50.7,21.4,0
BNF,2017,11,14,19.925,30,15.1,51.7,20.3,408
BNF,2017,11,15,20.4375,30.6,15.6,50.6,19.9,414
BNF,2017,11,16,22.4125,31.1,16.6,47.9,17.7,390
BNF,2017,11,17,23.55,31.4,20,47.2,18,360
BNF,2017,11,18,23.375,30.8,20.4,47.7,19.3,336
BNF,2017,11,19,23.8875,31.5,20,48.5,18.4,396
BNF,2017,11,20,24.1875,31.7,20.6,48.8,19.5,402
BNF,2017,11,21,23.7875,30.2,21,48.1,20.4,312
BNF,2017,11,22,23.125,29.6,20.5,49.1,19.8,228
BNF,2017,11,23,21.3625,30,19.2,27.8,20.6,30
BNF,2017,11,24,16.3,25.5,15,23.9,15.6,0
BNF,2017,11,25,15.7375,17.9,14.1,24.8,15,0
BNF,2017,11,26,18.1875,24,15,35.4,16.1,318
BNF,2017,11,27,18.0875,20.9,15.1,29.1,16.6,0
BNF,2017,11,28,19.425,26.5,15.6,36.3,16.6,504
BNF,2017,11,29,18.1625,25.9,14.9,39.6,16.1,324
BNF,2017,11,30,17.625,25.8,14,39.7,15.1,336
BNF,2017,12,1,18.0625,26.8,13.6,41.3,14.9,426
BNF,2017,12,2,17.9875,25.9,14.4,34.7,15.1,342
BNF,2017,12,3,17.2,26.9,14.1,39,14.6,312
BNF,2017,12,4,16.8,26.5,13.1,42.3,14.1,384
BNF,2017,12,5,16.8,24.8,12.6,42.4,14.1,384
BNF,2017,12,6,17.0125,26.5,12.1,42.7,13.6,348
BNF,2017,12,7,18.025,25.8,13.6,42.4,14.6,234
BNF,2017,12,8,19.0375,25.1,14.2,42.7,15.1,156
BNF,2017,12,9,19.25,21,16,34.9,18.1,0
BNF,2017,12,10,21.5375,27.6,17.6,36.6,18.6,0
BNF,2017,12,11,21.8625,29.2,18.7,41,17,162
BNF,2017,12,12,21.9125,30.3,18.5,41.7,16.7,348
BNF,2017,12,13,20.4375,28.8,16.8,40.4,15.2,360
BNF,2017,12,14,18.25,26.9,14.9,42.8,14,228
BNF,2017,12,15,17.4625,26.9,14.2,40.5,15.5,300
BNF,2017,12,16,18.0375,26.8,13.6,43.9,15.3,312
BNF,2017,12,17,17.1,26.9,14.1,35.1,14.9,426
BNF,2017,12,18,15.5875,21.9,12.1,36,13.4,0
BNF,2017,12,19,14.2875,21.9,11.1,32.6,12.1,258
BNF,2017,12,20,12.6875,21.5,7.6,39.9,9.1,504
BNF,2017,12,21,11.4875,21.5,5.6,34.8,7.1,426
BNF,2017,12,22,12.4375,23,6.6,40,9.9,336
BNF,2017,12,23,13.875,23.9,6.7,44.8,10.1,360
BNF,2017,12,24,15.2375,25.6,6.4,45.6,10.6,246
BNF,2017,12,25,14.6,23.1,7.6,40.8,11.1,384
BNF,2017,12,26,15.1375,22,10.1,38.5,12.6,228
BNF,2017,12,27,14.8125,18,12.6,20.9,13.1,0
BNF,2017,12,28,16.9625,22.5,13.6,30.7,14.6,240
BNF,2017,12,29,19.65,25.9,15.6,33.1,15.9,360
BNF,2017,12,30,20.0125,28,16.1,38.3,13.7,0
BNF,2017,12,31,19.1875,22.4,17.7,30.1,16.1,0
BNF,2018,1,1,18.2625,20.2,16.3,24.1,16.8,0
BNF,2018,1,2,19.7125,24.5,17.5,32,16.7,120
BNF,2018,1,3,18.5375,20.9,16.9,28,18.9,0
BNF,2018,1,4,17.925,23.9,14.6,35.6,15.9,126
BNF,2018,1,5,18.35,23.4,14.7,35,13.6,0
BNF,2018,1,6,18.9875,23.1,16.7,31.4,17,378
BNF,2018,1,7,19.5875,21.9,18,27.1,17.7,0
BNF,2018,1,8,20.6375,23.6,19,28.4,18.9,0
BNF,2018,1,9,21.4,28.1,17.6,35.7,19.6,120
BNF,2018,1,10,17.6625,22.1,15.1,29.1,16,78
BNF,2018,1,11,13.0875,16,11.6,20.5,14.1,66
BNF,2018,1,12,11.4125,17.1,9.1,18.8,11,0
BNF,2018,1,13,12.0875,15.6,10.3,24.4,11.6,0
BNF,2018,1,14,13.825,17.4,10.6,23.8,14.1,0
BNF,2018,1,15,15.9125,23.5,10.6,34.2,14.6,294
BNF,2018,1,16,17.775,25.7,12.6,35.5,12,294
BNF,2018,1,17,17.1125,26.5,12.7,35.8,13.6,276
BNF,2018,1,18,17.325,27.6,11.6,39,12.6,426
BNF,2018,1,19,16.6875,26.5,11.1,38.9,13.6,270
BNF,2018,1,20,16.975,25.1,11.6,40.8,13.6,384
BNF,2018,1,21,17.4625,27.7,12.2,39.8,13.6,360
BNF,2018,1,22,17.325,27.1,12.3,42.9,12.7,360
BNF,2018,1,23,16.675,27.2,12.2,42.6,10.8,360
BNF,2018,1,24,16.6375,28.3,11.6,43.9,10.5,366
BNF,2018,1,25,16.975,29.4,11.3,43.3,10.5,408
BNF,2018,1,26,17.5625,29.4,11.4,44.2,10.3,402
BNF,2018,1,27,18.85,29.7,13.1,45.4,11.6,384
BNF,2018,1,28,18.1125,28.9,11.5,45.6,11,468
BNF,2018,1,29,18.1625,29.5,11.1,46.8,11,492
BNF,2018,1,30,18.15,28.9,10.1,44.9,11.1,462
BNF,2018,1,31,17.725,26.2,11.1,46.4,12.6,474
BNF,2018,2,1,14.8875,17.5,12.4,23.8,13,0
BNF,2018,2,2,16.025,22.9,12.1,36.3,13.1,0
BNF,2018,2,3,13.325,15.9,8.4,20.7,9.5,0
BNF,2018,2,4,13.25,17.5,9,18,11.1,0
BNF,2018,2,5,14.1375,16.8,11.5,25,12.1,0
BNF,2018,2,6,12.5375,15.6,10.1,19.9,11,0
BNF,2018,2,7,13.175,16,9.1,20.1,12.1,0
BNF,2018,2,8,16.6125,25.1,12.1,39.6,12.9,144
BNF,2018,2,9,17.9125,27.6,11.1,36.8,12.6,60
BNF,2018,2,10,18.175,29.1,11.1,29.1,11.1,372
BNF,2018,2,11,17.3625,28.8,9.9,37.5,10.7,390
BNF,2018,2,12,17.775,29.9,10.1,39.5,11.7,474
BNF,2018,2,13,19.225,29.4,12.8,46,10.1,408
BNF,2018,2,14,19.9,31.3,14.5,47.9,12.3,366
BNF,2018,2,15,18.3625,31.2,10.2,48.1,11.7,492
BNF,2018,2,16,18.35,30.2,10.2,49.2,9.2,522
BNF,2018,2,17,17.8625,30.6,9,49.4,9,510
BNF,2018,2,18,18.3625,31.1,9.9,48.6,9.8,486
BNF,2018,2,19,19.675,31.1,12,48.6,10,462
BNF,2018,2,20,20.3,31.8,12.6,51,10.7,498
BNF,2018,2,21,19.7,32.1,11,50.4,9.2,486
BNF,2018,2,22,20.125,30.9,11.6,43.9,12.6,522
BNF,2018,2,23,20.725,31.9,11.6,52.8,13.1,396
BNF,2018,2,24,21.775,31.5,13.1,53,14.1,426
BNF,2018,2,25,19.9,31.5,11.1,54.5,13.2,504
BNF,2018,2,26,20.3,31.5,11.8,56.6,10.2,498
BNF,2018,2,27,20.5875,29.6,14.1,36.4,10.9,444
BNF,2018,2,28,19.55,31.4,12,47.9,9.7,492
BNF,2018,3,1,20.0375,31.8,11.5,50.9,11.3,528
BNF,2018,3,2,21.225,33,12.5,54.6,9.8,510
BNF,2018,3,3,21.6,32.1,13,54.5,10.6,486
BNF,2018,3,4,22.325,33.1,13.6,55.6,10.3,312
BNF,2018,3,5,21.825,33.6,13,52.9,11.2,510
BNF,2018,3,6,20.75,32.1,12.6,52,12.2,306
BNF,2018,3,7,21.15,32.9,14,52.9,14.4,432
BNF,2018,3,8,21.7625,31.8,14.1,54,10.3,468
BNF,2018,3,9,20.05,26,14.4,46.7,10.7,162
BNF,2018,3,10,20.875,28.5,14.5,53,12.2,324
BNF,2018,3,11,20.6,26.4,12,42.7,15.2,162
BNF,2018,3,12,21.7125,29.4,16.8,55.5,14.5,390
BNF,2018,3,13,20,29.5,14.1,36.1,12.8,426
BNF,2018,3,14,19.025,27.8,13.7,35,13.1,282
BNF,2018,3,15,20.0125,31.1,13.3,38.9,12.6,432
BNF,2018,3,16,21.3,31.1,14.4,42.9,12.9,444
BNF,2018,3,17,20.7375,,15.3,41.9,14.1,180
BNF,2018,3,18,20.8875,29.8,17.6,37.6,17.2,336
BNF,2018,3,19,22.6625,32.1,17.2,43.3,15.4,426
BNF,2018,3,20,20.9,32.1,13,47.1,11.2,474
BNF,2018,3,21,22.1,30,15.2,46.4,13.9,402
BNF,2018,3,22,21.925,26.5,17.3,38.3,15.7,66
BNF,2018,3,23,19.625,26.8,16.6,27.8,17.7,0
BNF,2018,3,24,20.625,26.5,16.1,29.9,16.7,162
BNF,2018,3,25,22.4125,29.5,16.2,36.9,17.3,450
BNF,2018,3,26,21.9,27,17.9,30.9,19.2,60
BNF,2018,3,27,20.55,24.6,18,28.5,18.7,0
BNF,2018,3,28,22.425,29.5,17.9,40.7,18.7,456
BNF,2018,3,29,22.725,29.6,17.9,39.9,18.7,390
BNF,2018,3,30,22.8875,31.6,16.6,41.6,17.8,384
BNF,2018,3,31,23.475,30,19.2,41.9,18.2,360
BNF,2018,4,1,23.1875,31.1,18.3,47.1,17.4,378
BNF,2018,4,2,22.4625,30.6,18.3,45.2,17.7,312
BNF,2018,4,3,22.625,31.1,17.8,45.4,16.9,390
BNF,2018,4,4,23.8,32.6,19.6,51,17.8,480
BNF,2018,4,5,22.825,32.5,18.1,51.8,15.8,450
BNF,2018,4,6,23.375,30.2,18.6,50.4,16.7,390
BNF,2018,4,7,18.2,20.6,15.8,31,14.1,0
BNF,2018,4,8,18.7875,27.4,13.5,40.4,12.2,504
BNF,2018,4,9,21.6625,31.5,14.5,47.3,15.7,534
BNF,2018,4,10,24.5625,33,17.7,54.8,16.7,516
BNF,2018,4,11,25.175,34.3,17.5,59,15.7,504
BNF,2018,4,12,25.8875,35.3,18,59.9,17.1,480
BNF,2018,4,13,25.2875,35.5,17.7,55.7,14.9,462
BNF,2018,4,14,24.3375,32.1,19.5,47.6,16.9,174
BNF,2018,4,15,24.6375,35,16.9,54.2,13.9,486
BNF,2018,4,16,22.5375,28.5,16.6,38.8,14,126
BNF,2018,4,17,22.8625,30,18.3,42.8,16,318
BNF,2018,4,18,22.8125,29.2,16.6,36.7,15.4,198
BNF,2018,4,19,20.725,26,16.1,35,18.7,162
BNF,2018,4,20,23.8375,30.9,19.1,38.7,19.1,126
BNF,2018,4,21,25.3625,33.1,20.4,40,20.3,456
BNF,2018,4,22,25.0875,33.5,18,46.3,19.6,462
BNF,2018,4,23,26.0875,35.7,18.1,57.9,21,492
BNF,2018,4,24,26.75,35.3,19.5,59.8,22.7,480
BNF,2018,4,25,25.5375,33.6,19.1,49.3,18.7,516
BNF,2018,4,26,25.0125,31.5,20,58.8,20.1,402
BNF,2018,4,27,24.85,32.5,19.1,49.7,15.8,342
BNF,2018,4,28,24.8125,31.5,19.6,50.6,22.7,300
BNF,2018,4,29,22.5375,28,18.6,37.3,22.8,186
BNF,2018,4,30,24.7875,32.5,19.6,39.3,19.1,270
BNF,2018,5,1,25.025,32.1,20.6,46.3,22,0
BNF,2018,5,2,21.5625,24.9,20.2,28.2,22.2,0
BNF,2018,5,3,22.225,25.3,19.1,30.9,20.3,0
BNF,2018,5,4,24.5375,31.4,20.7,41.1,20.1,444
BNF,2018,5,5,23.15,31.5,20.3,39.1,21.1,342
BNF,2018,5,6,24.25,32.1,20.2,41.9,20.7,330
BNF,2018,5,7,24.0875,32.1,19.6,41.8,21.1,330
BNF,2018,5,8,25.55,34.1,20.2,44.8,21.1,450
BNF,2018,5,9,26.575,34.8,20.6,45.8,21.2,570
BNF,2018,5,10,26.6875,35.7,20.7,42.4,22,492
BNF,2018,5,11,26.2625,33.1,20.6,48.7,22.2,516
BNF,2018,5,12,24.275,30.6,21.5,43.9,21.1,282
BNF,2018,5,13,23.0625,30.5,19.6,39.9,21.1,390
BNF,2018,5,14,24.8375,31.9,20.2,41.3,22.7,462
BNF,2018,5,15,25.7125,33.5,20.1,44.5,21.2,468
BNF,2018,5,16,24.9,33.1,20.9,47.4,21.2,504
BNF,2018,5,17,23.65,32.1,20.1,43.4,20.7,450
BNF,2018,5,18,23.625,32.7,20,47.8,22,366
BNF,2018,5,19,24.8875,33.6,20.1,42.3,22.2,516
BNF,2018,5,20,25.8625,34.5,19.6,49.6,22.7,522
BNF,2018,5,21,25.55,34.1,20.6,45.8,22.6,282
BNF,2018,5,22,25.6,33.9,20.4,44.9,22.2,522
BNF,2018,5,23,24.075,31,20.7,33.9,22.8,462
BNF,2018,5,24,25.1375,31.5,21.6,39.5,22.3,288
BNF,2018,5,25,25.0625,33.9,21.7,48.7,22.1,468
BNF,2018,5,26,25.4375,30.9,21.9,46.6,23.7,318
BNF,2018,5,27,25.4,34.1,22.1,49.3,24.1,270
BNF,2018,5,28,24.1,31.8,20.6,45.9,22.8,0
BNF,2018,5,29,24.625,29.4,20.6,39.7,22.6,294
BNF,2018,5,30,24.3,29.9,20.1,37.9,21.7,0
BNF,2018,5,31,26.175,33.6,21.7,45.9,22.5,312
BNF,2018,6,1,24.1625,28.9,21.6,33.3,22.1,162
BNF,2018,6,2,24.9375,30.9,22.1,41.9,23.1,264
BNF,2018,6,3,25.7,32.9,22,44.8,22.7,480
BNF,2018,6,4,26.3375,33.6,22.6,48.7,24.1,300
BNF,2018,6,5,24.8,28.8,22.1,39,22.6,204
BNF,2018,6,6,25.9,33.6,22.6,47.3,23.8,300
BNF,2018,6,7,25.8375,33.4,22.7,43.8,23.8,306
BNF,2018,6,8,25.525,31.2,22.9,44.5,24.2,162
BNF,2018,6,9,24.1375,30,22.1,44.6,24.2,150
BNF,2018,6,10,25.0875,29,22.1,37.8,23.3,72
BNF,2018,6,11,24.275,30.9,22.6,29.9,22.1,0
BNF,2018,6,12,25.2375,29.6,23,30.8,24.2,0
BNF,2018,6,13,25.175,27.2,22.2,32.4,24.2,72
BNF,2018,6,14,24.6125,27.5,22.3,29.8,23.2,90
BNF,2018,6,15,25.1625,31.3,23,44.4,23.6,252
BNF,2018,6,16,26.025,32,22.6,46.4,23.7,282
BNF,2018,6,17,26.5125,31.6,22.7,43.4,24.4,90
BNF,2018,6,18,26.175,30.1,23.8,41.5,24.2,138
BNF,2018,6,19,27.1625,32.5,23.1,39.9,23.1,324
BNF,2018,6,20,24.8625,29,22.6,32.8,24.1,0
BNF,2018,6,21,24.3,26.6,23.4,33.3,24.4,114
BNF,2018,6,22,25,29.9,23,33.3,24.2,66
BNF,2018,6,23,25.075,30.6,22.6,34.8,24,138
BNF,2018,6,24,25.4875,29.6,23.3,31.9,24.2,0
BNF,2018,6,25,23.0875,24.6,22.5,25.9,23.8,0
BNF,2018,6,26,23.35,27.8,21.9,31.8,22.3,0
BNF,2018,6,27,23.2375,26,21.6,28.8,22.9,30
BNF,2018,6,28,23.8875,27.8,22.1,30.9,23.2,108
BNF,2018,6,29,25.7875,31.9,22.6,37.9,23.2,414
BNF,2018,6,30,25.0125,28.8,22.2,31.5,23.2,132
BNF,2018,7,1,24.575,27,23.1,29.8,22.7,360
BNF,2018,7,2,25.4125,29.9,22.9,36.8,23.8,192
BNF,2018,7,3,26.8875,33,23.1,44.8,24.1,186
BNF,2018,7,4,26.85,32.8,23.2,40.8,25.1,300
BNF,2018,7,5,26.5625,33.9,23.3,44.8,24.2,336
BNF,2018,7,6,26.8875,33.6,23.6,46.4,22.7,414
BNF,2018,7,7,25.7875,30.2,22.7,39.7,23.8,186
BNF,2018,7,8,24.3625,26.5,23.4,32.4,24.7,468
BNF,2018,7,9,25.125,30.5,22.2,43.3,25.3,312
BNF,2018,7,10,25.8375,29.9,24.1,38.5,24.7,132
BNF,2018,7,11,26.7125,33.9,23,44.7,24.2,468
BNF,2018,7,12,26.7125,34.5,23.6,46.6,23.8,450
BNF,2018,7,13,27.4875,34.4,23.1,46.9,23.7,486
BNF,2018,7,14,27.725,34.3,23,50,21.6,432
BNF,2018,7,15,26.4125,30.2,23.5,38.5,22.1,72
BNF,2018,7,16,26.85,32.6,22.5,43.6,20.7,318
BNF,2018,7,17,26.2875,33,23.1,46.6,21.7,276
BNF,2018,7,18,27.225,34.9,22.8,46,21.3,0
BNF,2018,7,19,26.8,32.5,23.6,47.6,24.6,240
BNF,2018,7,20,24.9375,30,22.5,35,24.2,108
BNF,2018,7,21,25.0625,30.5,22.6,35.8,24.7,126
BNF,2018,7,22,27.1125,34.9,22.9,45.7,24.7,522
BNF,2018,7,23,24.175,27.9,21.2,36,23,252
BNF,2018,7,24,24.8625,28.8,23.5,35.9,25.2,0
BNF,2018,7,25,24.925,32.9,22.5,40.1,23.8,306
BNF,2018,7,26,24.6375,30,22.9,38.7,23.7,132
BNF,2018,7,27,24.4,28.2,23,34.1,23.8,0
BNF,2018,7,28,26,33.5,22.6,41.4,24.7,258
BNF,2018,7,29,25.175,29.9,23.2,36,25,174
BNF,2018,7,30,25.0125,29.9,23,38.9,25.2,0
BNF,2018,7,31,23.7625,28,22.6,30.9,24.8,0
BNF,2018,8,1,25.0625,30.6,22.9,36.4,24.3,48
BNF,2018,8,2,25.3125,28.8,23.2,33,24.5,120
BNF,2018,8,3,25.75,33,23.2,42.8,24.3,60
BNF,2018,8,4,23.4375,29.9,22.1,28,24.2,114
BNF,2018,8,5,25.5,32,22.1,37.9,23.1,0
BNF,2018,8,6,25.6875,32.9,23,38.4,24,174
BNF,2018,8,7,25.8875,32.9,22.2,38.9,24.1,384
BNF,2018,8,8,25.1875,30.1,22.9,39.8,24.1,162
BNF,2018,8,9,23.7375,29.9,22.5,35.8,24.2,108
BNF,2018,8,10,26.575,34.1,23,48.7,24.4,336
BNF,2018,8,11,25.8875,33.3,22.7,40.7,24.3,420
BNF,2018,8,12,23.3125,26.9,22.6,29.9,24.2,420
BNF,2018,8,13,24.8375,31.9,22.7,37.8,24,174
BNF,2018,8,14,25.7875,33,22.4,39.7,24,264
BNF,2018,8,15,27.1125,33.1,23.1,40.7,24.2,450
BNF,2018,8,16,26.4,30.9,22.9,38.7,24.3,222
BNF,2018,8,17,26.0375,30.9,23.2,34.9,24.5,270
BNF,2018,8,18,25.3375,27.9,23.3,31.8,24.3,0
BNF,2018,8,19,26.3125,33.5,23.3,36,24.3,180
BNF,2018,8,20,25.7625,33.1,22.8,38.7,24.7,276
BNF,2018,8,21,25.4,33.1,22.4,39.9,23.7,426
BNF,2018,8,22,25.6,32.9,23.2,35.4,24,318
BNF,2018,8,23,25.2875,32.9,22.5,40.7,24.1,246
BNF,2018,8,24,24.9125,28,22.9,33.5,23.3,468
BNF,2018,8,25,25.45,33,22.5,40.4,23.7,420
BNF,2018,8,26,25.1625,33.6,22.2,41.6,24.1,324
BNF,2018,8,27,25.1625,31.8,22.1,39.6,23.7,504
BNF,2018,8,28,25.25,30.9,22.2,35.9,23.4,90
BNF,2018,8,29,26.0625,33.1,22.6,38.7,23.6,144
BNF,2018,8,30,24.8625,30.5,21.1,32.9,23.2,0
BNF,2018,8,31,22.625,23.5,20.9,28.1,23.2,0
BNF,2018,9,1,23.925,28.1,20.9,32.7,23,0
BNF,2018,9,2,24.425,28,22.7,31.8,23.2,0
BNF,2018,9,3,23.35,25.8,22.1,27.3,23.2,0
BNF,2018,9,4,25.3875,33,22.1,35.9,23.6,312
BNF,2018,9,5,25.275,30.7,22.1,35.6,23.2,312
BNF,2018,9,6,26.1375,33.9,22.1,41.7,23.1,498
BNF,2018,9,7,24.875,31.4,22.2,34.3,23.6,204
BNF,2018,9,8,24.4,30.5,20.6,36.9,23.3,198
BNF,2018,9,9,24.5875,31.9,20.6,35.2,23.1,180
BNF,2018,9,10,26,34,22.2,41.7,23.2,474
BNF,2018,9,11,26.275,34.1,21.6,40.3,23.3,402
BNF,2018,9,12,24.075,28,20.6,33,23.1,120
BNF,2018,9,13,25.375,30.9,20.9,37.9,23.3,336
BNF,2018,9,14,25.9875,33.9,20.9,40.7,23,510
BNF,2018,9,15,25.85,34.1,20.6,41.7,23.1,456
BNF,2018,9,16,26.1125,34.4,20.5,43.5,22.9,468
BNF,2018,9,17,26.625,34.9,20.5,41.9,22.5,444
BNF,2018,9,18,23.7,27,20.3,32.7,22.5,144
BNF,2018,9,19,23.8,29.9,20.9,35.9,23.1,306
BNF,2018,9,20,24.9,31,20.6,38.1,23.2,330
BNF,2018,9,21,25.8875,34.1,20.6,40.6,22.9,384
BNF,2018,9,22,24.9,27.9,22.6,33.7,22.5,402
BNF,2018,9,23,25.425,32.9,21.1,37.1,22.9,372
BNF,2018,9,24,25.3,33.4,20.4,36.8,23.2,318
BNF,2018,9,25,25.8875,33.1,20.6,39.9,23,426
BNF,2018,9,26,26.05,33.9,21.6,41.7,23.1,462
BNF,2018,9,27,26.55,34.3,22.2,39.9,23.2,300
BNF,2018,9,28,26.375,34,22.1,38.7,23,462
BNF,2018,9,29,25.125,31.3,21.2,40.8,23.1,324
BNF,2018,9,30,24.825,31.6,22.5,39.7,23.7,378
BNF,2018,10,1,23.15,28.3,22.4,30.2,22.4,120
BNF,2018,10,2,22.425,27.1,21,31.9,22.4,0
BNF,2018,10,3,23.25,28.5,20.5,36.4,20,36
BNF,2018,10,4,23.4375,28.6,20.5,40.7,19.9,30
BNF,2018,10,5,23.925,29.4,20.9,38.2,19.5,276
BNF,2018,10,6,24.375,30.7,20.5,40.1,20.1,186
BNF,2018,10,7,24.425,30.7,21.9,44,20.5,348
