station,year,month,day,mean_airT,max_airT,min_airT,max_groundT,min_groundT,suny_min
BNF,2010,1,1,16.9,28.8,11.1,43.2,11.1,432
BNF,2010,1,2,16.925,27.4,11.6,42.6,11.6,378
BNF,2010,1,3,15.525,27.3,10,42.2,11,444
BNF,2010,1,4,15.025,27.5,9.5,41.3,10.6,408
BNF,2010,1,5,15.4,28.2,9.3,43,10.1,408
BNF,2010,1,6,16.125,28.6,9.3,45.3,10.3,492
BNF,2010,1,7,18.525,30,13.2,46,14.1,450
BNF,2010,1,8,17.225,28.6,11.8,45,12.1,444
BNF,2010,1,9,16.525,28.5,10.5,44,10.6,486
BNF,2010,1,10,16.125,28,9.6,44.6,9.8,450
BNF,2010,1,11,16.3,28.8,9.5,44.7,9.9,450
BNF,2010,1,12,17.975,29,11.3,46.5,11.7,468
BNF,2010,1,13,19.55,27,14.8,42.2,16,174
BNF,2010,1,14,17.325,22.3,15.5,31.6,16,0
BNF,2010,1,15,18.35,27.1,14.6,43.5,15.5,354
BNF,2010,1,16,18.575,26.3,15.2,39.6,15.5,174
BNF,2010,1,17,18.25,27.6,13.2,45.2,13.8,366
BNF,2010,1,18,18.175,27.2,12.5,45,13.1,432
BNF,2010,1,19,18.7,28.2,13.4,45,13.6,366
BNF,2010,1,20,19.175,29.1,13.4,47.3,14.1,426
BNF,2010,1,21,18.8,29.8,12.8,47.4,13,486
BNF,2010,1,22,19.325,29.1,13.3,45.5,14.1,300
BNF,2010,1,23,20.175,29.5,14.8,47.5,15.1,324
BNF,2010,1,24,20.125,30,14.7,48.6,15.1,330
BNF,2010,1,25,18.95,29.8,13.5,45.6,13.1,432
BNF,2010,1,26,16.05,23.3,12.1,37.1,12.6,120
BNF,2010,1,27,18.95,27.5,15.6,35,16.8,372
BNF,2010,1,28,17.925,27.9,14.1,33.7,14.8,294
BNF,2010,1,29,17.35,28.7,12.6,38,13.5,366
BNF,2010,1,30,16.95,29.2,10.3,41.8,11.6,456
BNF,2010,1,31,17.825,29.4,11.7,44.5,12.1,486
BNF,2010,2,1,17.975,29.1,11.2,44,11.6,396
BNF,2010,2,2,18.9,30.6,12.2,46.7,12.1,498
BNF,2010,2,3,18.25,31.5,10.8,47,11.1,492
BNF,2010,2,4,18.425,31.4,10.6,47.1,10.1,360
BNF,2010,2,5,17.425,31.3,8.9,46.1,9.5,444
BNF,2010,2,6,17.95,30.9,9.9,46,10.2,474
BNF,2010,2,7,16.75,30.7,8.2,46,8.6,498
BNF,2010,2,8,16.525,30.6,8.3,44.5,8.5,468
BNF,2010,2,9,17.55,31,9.8,45.2,9.9,456
BNF,2010,2,10,17.95,32,8.4,45.1,8.6,474
BNF,2010,2,11,18.05,32.2,8.3,47.3,8.1,498
BNF,2010,2,12,17.6,32,7.6,49,9.1,546
BNF,2010,2,13,19.8,32.4,11.8,48,13.5,498
BNF,2010,2,14,19.325,32,10.4,49.5,11.1,432
BNF,2010,2,15,19.275,31.9,10.3,50.4,11.2,522
BNF,2010,2,16,19,32.5,9.8,49.8,10.9,510
BNF,2010,2,17,20.525,33,11.3,51,12.2,510
BNF,2010,2,18,20.9,30,16.4,45.6,16.7,0
BNF,2010,2,19,16.625,18.9,14.8,22.3,15.5,0
BNF,2010,2,20,18.075,26.5,14.7,32.3,15.7,264
BNF,2010,2,21,19.7,30.5,14.4,34.5,15.2,372
BNF,2010,2,22,17.375,30.8,8.8,36,9.6,486
BNF,2010,2,23,17.85,30.8,9.8,35.2,10.9,444
BNF,2010,2,24,18.7,31.5,9.9,39.5,10.3,444
BNF,2010,2,25,19.5,32,10.9,44,10.6,474
BNF,2010,2,26,19.675,32.6,9.7,44.4,9.7,504
BNF,2010,2,27,19.35,32.8,10.3,44,10.6,504
BNF,2010,2,28,20.725,32.6,13.2,43.2,13.5,378
BNF,2010,3,1,20.775,33.4,12.2,45.8,12.1,474
BNF,2010,3,2,21.45,33.7,12.2,49.5,12.1,468
BNF,2010,3,3,21.425,34,12.2,49.7,12.8,516
BNF,2010,3,4,20.425,33.5,11.6,53.6,11.3,414
BNF,2010,3,5,21.45,34.5,11.2,50.3,11.1,468
BNF,2010,3,6,21.95,34.5,12,51,11.6,480
BNF,2010,3,7,21.375,35.2,12.1,50.1,12.3,510
BNF,2010,3,8,22.525,34.9,13,52.6,13,504
BNF,2010,3,9,21.575,33.6,12.8,49.2,13.2,402
BNF,2010,3,10,16.75,24.6,14.7,21.5,17,0
BNF,2010,3,11,16.225,21.6,13.7,34.7,15.6,0
BNF,2010,3,12,19.525,31,12.5,46.6,13.2,330
BNF,2010,3,13,22.525,34.5,15.2,49.4,15.3,324
BNF,2010,3,14,18.625,25.7,12.8,37,13,0
BNF,2010,3,15,19.175,29.8,13.7,39.7,14.6,276
BNF,2010,3,16,17.8,27.8,10.7,41,11.1,252
BNF,2010,3,17,19.525,30.7,12.6,41.7,12.6,192
BNF,2010,3,18,22.15,31.2,16.2,43.1,16,90
BNF,2010,3,19,22.3,29.3,18.1,39.3,17.5,42
BNF,2010,3,20,22.525,32.7,16.7,48.6,16.5,384
BNF,2010,3,21,21.65,33.4,13.6,47.7,13.9,402
BNF,2010,3,22,24.2,35,15.1,52.5,15.4,324
BNF,2010,3,23,24.675,35.8,16.4,52.5,16.2,348
BNF,2010,3,24,23.15,35.8,14,48.6,14.1,360
BNF,2010,3,25,23.075,34.5,14.7,46.9,14.9,168
BNF,2010,3,26,20.25,22.1,17.4,28,18.5,0
BNF,2010,3,27,20.275,28.8,14.6,42.6,15.8,0
BNF,2010,3,28,19.9,23.1,17,29.6,18,0
BNF,2010,3,29,17.875,22.7,16.8,29.2,18,30
BNF,2010,3,30,20.3,28.6,15.9,35.1,18,282
BNF,2010,3,31,22.025,29,18.1,36.6,19,240
BNF,2010,4,1,21.975,34.2,16.7,38.3,18,444
BNF,2010,4,2,22.15,33,17.2,38.5,19.5,336
BNF,2010,4,3,25.225,36.2,18.6,40.3,19.6,396
BNF,2010,4,4,25.6,37.3,17.7,41.1,18.5,480
BNF,2010,4,5,24.525,37.3,15.4,44.6,16.4,498
BNF,2010,4,6,24.75,37.4,15.9,46,16.8,516
BNF,2010,4,7,25.775,37,18.4,46.3,19,384
BNF,2010,4,8,24.7,37.2,16.2,49.7,17,552
BNF,2010,4,9,23.9,36.5,14.4,47.8,15.5,462
BNF,2010,4,10,24.1,37,14.6,47.6,15.7,396
BNF,2010,4,11,25.6,37.5,17,48.6,17.7,450
BNF,2010,4,12,24.55,37.5,13.9,55.9,15.3,528
BNF,2010,4,13,25.45,37.3,16.2,55.2,17.4,450
BNF,2010,4,14,25.725,36.3,17.5,51,18.5,216
BNF,2010,4,15,26.725,36.4,19.6,52.5,20,432
BNF,2010,4,16,24.325,33.7,20.2,48.1,20.8,282
BNF,2010,4,17,23.925,32,19.3,38.5,20.6,396
BNF,2010,4,18,24.425,31.7,20.2,38.8,21,216
BNF,2010,4,19,23.9,33.8,17.2,40,19.5,420
BNF,2010,4,20,26.3,35.3,18.7,42,18.8,480
BNF,2010,4,21,25.5,35.8,18.2,41.2,19.8,360
BNF,2010,4,22,26.325,37.5,18.1,43.1,19.1,504
BNF,2010,4,23,26.075,34,20.7,40.9,21.5,264
BNF,2010,4,24,22.45,29.9,19.6,37.9,21.4,120
BNF,2010,4,25,22.2,32,18.6,39.8,19.3,288
BNF,2010,4,26,23.35,32.8,19,41,19.8,390
BNF,2010,4,27,23.375,33.5,18.6,46,20,390
BNF,2010,4,28,21.5,29.2,18.3,35,19,282
BNF,2010,4,29,24.2,34.5,18.1,39.5,20,498
BNF,2010,4,30,21.95,31.5,19.1,39.1,21,270
BNF,2010,5,1,24.975,31.5,19.6,39.5,19.5,0
BNF,2010,5,2,25.95,33.8,20.5,40.5,21.5,432
BNF,2010,5,3,25.7,33.6,19.9,51.6,21.5,372
BNF,2010,5,4,27.875,35.7,21.6,55.4,22.5,462
BNF,2010,5,5,29.35,38.4,22,60.9,20.9,558
BNF,2010,5,6,29.1,37.6,21.7,61.5,21,546
BNF,2010,5,7,29.45,38.1,21.8,61.7,22.5,498
BNF,2010,5,8,28.775,37.6,21.8,62,21.8,540
BNF,2010,5,9,27.5,36.6,21.7,64,22.5,534
BNF,2010,5,10,24.5,31.5,20.6,37.5,21,240
BNF,2010,5,11,26.05,34.5,19.9,42.6,20.9,450
BNF,2010,5,12,27.075,33.9,22.2,42.9,22.3,198
BNF,2010,5,13,26.775,34.3,21.7,57.9,21.4,336
BNF,2010,5,14,27.5,37.5,20.3,62.5,20.3,540
BNF,2010,5,15,29.025,38.1,22.2,62.9,22.4,594
BNF,2010,5,16,27.25,34.5,21.6,57.7,21.6,564
BNF,2010,5,17,26.775,34.5,21,42,20.9,576
BNF,2010,5,18,27.025,33.6,21.6,48.2,21.6,372
BNF,2010,5,19,27.825,35.8,21.1,59.8,20.9,564
BNF,2010,5,20,26.6,32.9,22,60.9,21.9,180
BNF,2010,5,21,27.75,35.7,22.7,51,22.9,420
BNF,2010,5,22,27.75,34.5,22.7,57.3,22.6,186
BNF,2010,5,23,28.4,35.9,22.1,63.5,21.6,570
BNF,2010,5,24,28.45,33.9,23.5,54.1,23.5,222
BNF,2010,5,25,26.075,31.1,22.6,40.5,23.5,294
BNF,2010,5,26,27.35,33.6,23.4,41.8,23.9,300
BNF,2010,5,27,27.6,33.1,23.5,42.5,23.6,450
BNF,2010,5,28,27.7,34.7,23.1,47.9,23.5,330
BNF,2010,5,29,26.1,33.1,23.6,47.4,25.5,402
BNF,2010,5,30,24.65,31.6,23.1,45,23.5,126
BNF,2010,5,31,27.15,33.7,22.5,41.9,23.2,312
BNF,2010,6,1,29.1,35.7,23.5,42,23.6,528
BNF,2010,6,2,28.175,36.1,21.5,45.3,21.9,576
BNF,2010,6,3,27.275,35.1,21.6,51.5,21.9,498
BNF,2010,6,4,24.75,32.6,21.3,41.2,21.9,222
BNF,2010,6,5,25.875,32.1,22,42.4,22.3,240
BNF,2010,6,6,26.2,31.1,22.5,40.9,22.6,270
BNF,2010,6,7,25.425,34.4,22.9,39.9,23.1,174
BNF,2010,6,8,26.7,31.7,23.1,41.7,23.6,336
BNF,2010,6,9,27.875,34.2,23.4,43.8,23.9,360
BNF,2010,6,10,27.95,33.2,23.7,44.6,23.9,204
BNF,2010,6,11,25.075,30.5,22.5,32.6,22.6,84
BNF,2010,6,12,26.575,32.3,23.2,42.5,23.5,210
BNF,2010,6,13,26.075,32.1,23.6,39.5,23.8,282
BNF,2010,6,14,26.65,33.2,22.7,42.1,23,336
BNF,2010,6,15,27.475,32.5,24.1,42.3,24.4,264
BNF,2010,6,16,27.175,32.1,23.6,41.5,23.9,192
BNF,2010,6,17,26.3,33.3,23.1,42.7,23,324
BNF,2010,6,18,27.95,34.8,22.9,45.1,23.4,510
BNF,2010,6,19,29.175,35.5,23.6,45.1,23.7,522
BNF,2010,6,20,28.825,35,23.8,43.5,23.9,330
BNF,2010,6,21,24.65,33.2,22.4,35.1,22.4,108
BNF,2010,6,22,25.35,33.1,22.6,40.7,22.9,234
BNF,2010,6,23,26.7,31.6,23.1,40.1,23.3,162
BNF,2010,6,24,26.85,32.5,23,42.9,22.9,228
BNF,2010,6,25,27.7,33.4,23.1,43.5,23,378
BNF,2010,6,26,26.55,33.3,22.7,42.6,22.4,402
BNF,2010,6,27,26.825,33.6,22.9,42.1,22.8,282
BNF,2010,6,28,26.25,30.5,22.4,39.2,22.4,162
BNF,2010,6,29,27.35,32.6,24.5,42.7,24.4,198
BNF,2010,6,30,25.45,29.8,22.4,39,22.4,120
BNF,2010,7,1,25.8,30.3,23,39.5,22.4,138
BNF,2010,7,2,27.275,34,22.6,43.5,21.9,474
BNF,2010,7,3,27.85,33.9,23.6,43.6,22.9,396
BNF,2010,7,4,28.025,33.5,23.5,48,22.9,480
BNF,2010,7,5,27.3,33.6,22.1,59.6,21.9,444
BNF,2010,7,6,27.575,33.8,23,60.5,22.9,534
BNF,2010,7,7,27.85,34.9,23.6,64.9,24.3,450
BNF,2010,7,8,27.25,32.6,22.6,65.4,23.4,228
BNF,2010,7,9,27.85,33.9,22.9,64.3,23.3,372
BNF,2010,7,10,27.625,32.9,24.3,55.4,24.5,222
BNF,2010,7,11,27.25,32,24.1,40,24.2,108
BNF,2010,7,12,26.025,32.6,23.3,42.5,23.4,108
BNF,2010,7,13,25.375,30.3,23.6,39.5,23,0
BNF,2010,7,14,26.125,33,22.6,42.1,21.9,510
BNF,2010,7,15,26.45,32.6,22.7,42.7,22.4,498
BNF,2010,7,16,27.3,34.2,23,42.4,23.2,282
BNF,2010,7,17,28.325,34.8,23.1,45.9,22.8,432
BNF,2010,7,18,26.725,32.5,22.1,42.4,22,144
BNF,2010,7,19,24.65,26.7,22.6,31,22.4,0
BNF,2010,7,20,25.05,29.5,22.4,36,22,0
BNF,2010,7,21,24.975,28.5,22.7,37.5,22.4,0
BNF,2010,7,22,25.05,30,22.4,36.9,22.4,0
BNF,2010,7,23,24.45,30,22.6,42.5,22.2,24
BNF,2010,7,24,25.45,30.9,22.6,42.5,22.4,132
BNF,2010,7,25,24.35,28.1,23,34.9,22.4,0
BNF,2010,7,26,26.1,32.4,22.6,43,22.4,306
BNF,2010,7,27,26.95,33.9,23.1,45.5,22.5,336
BNF,2010,7,28,25.625,29.5,23.3,40.3,22.9,36
BNF,2010,7,29,25,29.5,23,38.5,22.5,0
BNF,2010,7,30,24.025,28.5,22.8,37.5,22.4,36
BNF,2010,7,31,25.25,30.2,22.7,43,22.5,156
BNF,2010,8,1,25.45,32.7,22.4,43.6,22.4,330
BNF,2010,8,2,25.225,30.8,22.1,40.8,21.9,204
BNF,2010,8,3,26.475,33.5,22.6,45.8,22,408
BNF,2010,8,4,24.9,29.5,22.9,44.3,22.4,348
BNF,2010,8,5,25.075,28.7,22.1,40.5,21.4,36
BNF,2010,8,6,26.1,33,23,45.5,22.5,240
BNF,2010,8,7,26.675,33.1,22.5,44.9,21.8,348
BNF,2010,8,8,26.6,33.6,21.9,48.6,21.3,378
BNF,2010,8,9,27.05,34.5,23.3,49.1,22.8,432
BNF,2010,8,10,26.3,34.6,22.9,61.4,22.4,444
BNF,2010,8,11,25.05,30,23.2,42.5,22.5,192
BNF,2010,8,12,25.9,33.5,22.5,54.5,22.2,372
BNF,2010,8,13,26.8,33,23.4,61.2,22.5,288
BNF,2010,8,14,26.575,34,23.6,65.4,22.3,378
BNF,2010,8,15,26.375,32,23.1,50.5,22.9,210
BNF,2010,8,16,24.15,29.6,23,30.5,24.4,0
BNF,2010,8,17,24.45,27.9,22.9,35.5,22.9,0
BNF,2010,8,18,23.7,27.8,22.6,35.1,23.4,0
BNF,2010,8,19,25.975,32,22.5,42.6,23.5,108
BNF,2010,8,20,26.95,33.9,22.8,43,23.9,390
BNF,2010,8,21,26.875,33.9,22.8,45.5,24.4,270
BNF,2010,8,22,26.2,33,23,43.5,23.9,438
BNF,2010,8,23,26.7,33.6,22.3,49.5,23.4,582
BNF,2010,8,24,26.05,32.5,21.7,49.9,23.3,402
BNF,2010,8,25,26.025,32.8,22.6,44,23.9,306
BNF,2010,8,26,24.75,29,22.7,42,23.5,60
BNF,2010,8,27,25.25,30.9,22.7,41.5,24.3,12
BNF,2010,8,28,24.775,31.9,22.1,41.5,22,228
BNF,2010,8,29,25.375,30.9,22.6,39.9,23.8,186
BNF,2010,8,30,25.475,32.5,21.6,41.5,22.9,366
BNF,2010,8,31,26.75,33.5,22.6,44.1,23.8,402
BNF,2010,9,1,26.775,33,23.3,45.5,23.9,468
BNF,2010,9,2,26.5,32.4,23,41.3,24.3,264
BNF,2010,9,3,26.725,32.3,23.1,47.9,23.9,270
BNF,2010,9,4,27.05,33.5,22.9,49.5,24,426
BNF,2010,9,5,26.525,32,23.6,43.5,23.4,300
BNF,2010,9,6,27,33.8,23.4,48.5,24,474
BNF,2010,9,7,26.35,31.4,23.5,51.1,23.8,168
BNF,2010,9,8,26.475,32.1,22.7,54.5,23.9,438
BNF,2010,9,9,25.275,31.4,22.3,41,23.9,198
BNF,2010,9,10,25.725,30.9,23,41.5,24.3,336
BNF,2010,9,11,25.875,30.7,23,41.4,24.4,174
BNF,2010,9,12,24.75,30.8,22.5,40.6,23.8,186
BNF,2010,9,13,25.775,32.1,22.5,43,24.4,402
BNF,2010,9,14,26,31.9,23,44.1,24.5,330
BNF,2010,9,15,23.6,26,22.6,32.5,23.9,0
BNF,2010,9,16,24.8,31.2,21.6,41.2,21.8,390
BNF,2010,9,17,25.825,32.8,22.4,42.5,24,480
BNF,2010,9,18,25.625,33.1,21.7,42,23.4,474
BNF,2010,9,19,25.75,33.6,21.6,44.3,23.4,432
BNF,2010,9,20,25.525,33.6,21.1,47.3,22.7,474
BNF,2010,9,21,26.3,33.5,22,49,23.5,438
BNF,2010,9,22,24.975,32.5,20.6,42.5,24,414
BNF,2010,9,23,23.625,28.5,21.1,37.5,22.9,66
BNF,2010,9,24,23.775,29,21.8,36.1,23.4,90
BNF,2010,9,25,23.95,28.5,22.2,38.5,23.4,0
BNF,2010,9,26,24.8,30.5,22.6,42.9,23.5,60
BNF,2010,9,27,23.525,28.3,22.1,42.5,23.4,144
BNF,2010,9,28,25,30.9,22.2,42,23.5,192
BNF,2010,9,29,24.55,30.8,22,42,23.9,168
BNF,2010,9,30,25.225,32.8,22.2,41.5,22.9,414
BNF,2010,10,1,25.35,32.6,21.2,42.1,22.9,474
BNF,2010,10,2,25.25,32.5,21.3,42.9,22.4,372
BNF,2010,10,3,24.45,30.6,21.6,38.5,23.4,120
BNF,2010,10,4,23.875,31.1,19.6,44.5,21.9,510
BNF,2010,10,5,23.7,31,18.3,45.6,20.4,462
BNF,2010,10,6,24.25,31.3,20.5,46.5,22.4,480
BNF,2010,10,7,24.425,32.1,20,46.6,21.9,342
BNF,2010,10,8,23.575,27.5,21,37.5,23.4,0
BNF,2010,10,9,24.8,30.5,21.8,40.9,22.5,150
BNF,2010,10,10,25.2,30.2,22.1,49.5,23.4,240
BNF,2010,10,11,25.8,33.5,22.1,42.5,23.8,390
BNF,2010,10,12,24.5,31.5,22,42.5,23.4,246
BNF,2010,10,13,25.125,32.5,21.7,44.9,23,384
BNF,2010,10,14,24.275,31.1,21.4,43.6,22.4,264
BNF,2010,10,15,24.525,32.3,21.5,44,23.4,384
BNF,2010,10,16,24.4,31.6,20.6,43.9,22.4,468
BNF,2010,10,17,23.675,29.5,20.1,40.9,21.4,144
BNF,2010,10,18,23.75,28.6,21.6,39.7,22.8,12
BNF,2010,10,19,23.575,29.3,21.1,39.5,22.4,42
BNF,2010,10,20,22.725,28.5,20,41.3,19.9,180
BNF,2010,10,21,22.05,29.5,19.5,41.5,20.8,270
BNF,2010,10,22,21.425,30.1,16.7,42,18.9,372
BNF,2010,10,23,22.05,28.6,17.5,43,19.4,192
BNF,2010,10,24,23.425,29.6,20.2,42.4,21.4,138
BNF,2010,10,25,24.175,29.6,21.6,48.5,22.4,186
BNF,2010,10,26,24.625,32.2,21.2,57,22.5,348
BNF,2010,10,27,22.975,26.7,21.1,37.8,22.9,48
BNF,2010,10,28,21.075,22.5,20.3,37.8,22.3,0
BNF,2010,10,29,21.35,26.8,19.5,36.5,20.4,174
BNF,2010,10,30,19.75,26.5,17.1,36.1,17.8,432
BNF,2010,10,31,18.525,27.2,14.2,37.6,16.4,354
BNF,2010,11,1,18.5,27.2,14.2,39.8,16.4,396
BNF,2010,11,2,18.05,26.9,13.2,42.1,15.1,456
BNF,2010,11,3,17.15,26.2,12.7,41.5,14,384
BNF,2010,11,4,17.25,26.3,12.8,40.6,14,402
BNF,2010,11,5,17.575,27.1,13.1,41.1,15,348
BNF,2010,11,6,17.725,27.7,13.2,42.5,14.1,354
BNF,2010,11,7,17.85,28.2,13.9,42.1,15.4,330
BNF,2010,11,8,18.425,29,13.7,44.5,15.8,378
BNF,2010,11,9,18.075,27.6,13.7,44.5,15.4,378
BNF,2010,11,10,16.45,27,11.1,43.5,12,354
BNF,2010,11,11,17.225,27.5,11.9,45.6,14,360
BNF,2010,11,12,18.65,27.3,14.6,45.1,15.4,372
BNF,2010,11,13,17.975,28.2,13,44.5,15.7,324
BNF,2010,11,14,19.025,28.6,14.2,44.8,15.5,306
BNF,2010,11,15,20.175,29.5,15.6,46.9,16.3,318
BNF,2010,11,16,20.6,28.5,15.7,48.1,17.9,192
BNF,2010,11,17,21.525,28.4,17.4,42.7,13.5,264
BNF,2010,11,18,21.9,29.8,18.1,40.9,19.4,378
BNF,2010,11,19,22.125,27.5,18.4,36.5,19.8,228
BNF,2010,11,20,21.375,26.9,18.6,35.5,19.9,210
BNF,2010,11,21,21.225,28.8,18.5,36.5,19.5,234
BNF,2010,11,22,20.95,29,17.2,35.5,19.4,426
BNF,2010,11,23,20.925,28.5,17.3,35.5,19.2,132
BNF,2010,11,24,21.375,28.7,18.4,35.6,19.8,312
BNF,2010,11,25,21,28.6,17.6,36.7,19.4,330
BNF,2010,11,26,21.3,26.6,18.1,36.6,19.4,180
BNF,2010,11,27,22.4,29.1,19.2,40.6,20.4,312
BNF,2010,11,28,22.2,29.4,18.6,41.2,19.7,414
BNF,2010,11,29,22,28.5,18.5,42.6,20.4,360
BNF,2010,11,30,21.5,29.3,18.3,41.8,19.8,336
BNF,2010,12,1,21.4,29.1,17.7,45.1,20.3,396
BNF,2010,12,2,21.275,29.3,17.6,43.4,18.5,402
BNF,2010,12,3,18.95,26.8,14.9,40.8,18.1,462
BNF,2010,12,4,18.425,26.9,14,43.1,15.3,282
BNF,2010,12,5,17.9,26.6,14.4,39.1,15.9,396
BNF,2010,12,6,18.9,27.1,15.8,41.9,18.2,276
BNF,2010,12,7,20.525,27.2,16.7,44.9,18.1,204
BNF,2010,12,8,20.275,27.6,16.1,46.1,17.8,330
BNF,2010,12,9,21.075,27.6,17.7,42.5,18.9,246
BNF,2010,12,10,21.675,26.7,17.7,39.1,20.8,30
BNF,2010,12,11,21.25,26.5,19.7,28.1,20.9,0
BNF,2010,12,12,22.225,27.5,20.2,32.6,21.3,0
BNF,2010,12,13,21.65,29,19.1,33.1,20.4,192
BNF,2010,12,14,21.1,27,17.7,34.5,19.8,150
BNF,2010,12,15,21.2,28.5,18.4,34.1,20.9,264
BNF,2010,12,16,18.55,25.9,13.6,32.3,16,414
BNF,2010,12,17,17.325,25.5,13,30.6,17.3,72
BNF,2010,12,18,17.875,25,15,33,17.4,216
BNF,2010,12,19,18.025,26.1,14.7,39,16.7,342
BNF,2010,12,20,17.825,26.1,13.1,37.5,15.2,426
BNF,2010,12,21,17.9,26.1,15.3,36.6,14.8,348
BNF,2010,12,22,17.6,26.7,12.7,37.6,15.4,366
BNF,2010,12,23,19.025,28.9,14.8,38.9,17.3,390
BNF,2010,12,24,16.575,26.1,12.8,37.1,15.9,330
BNF,2010,12,25,15.75,24.6,11.7,37.5,15.4,336
BNF,2010,12,26,15.55,22.6,11.7,34.3,14.4,282
BNF,2010,12,27,16.6,23.4,13.6,36.6,16.3,318
BNF,2010,12,28,16.875,25.6,13.4,39.5,15.4,408
BNF,2010,12,29,15.025,25.6,11.9,36.5,14.4,294
BNF,2010,12,30,15.275,26,10.8,37.8,13.8,330
BNF,2010,12,31,17.025,25.7,11.8,38.9,13.5,342
BNF,2011,1,1,16.225,25.6,12.6,37.1,15.3,150
BNF,2011,1,2,17.775,25.7,13.5,37.9,14.8,342
BNF,2011,1,3,17.575,26.1,13.3,39.6,15,336
BNF,2011,1,4,17.875,26.7,14.1,38.2,16.4,330
BNF,2011,1,5,17.875,27.6,13.7,39.5,15.4,360
BNF,2011,1,6,18.425,28.6,13.3,42.5,15,420
BNF,2011,1,7,18.55,24,15.4,37,16.5,48
BNF,2011,1,8,18.525,22.8,16.2,29.8,17.5,12
BNF,2011,1,9,19.575,23.9,16.9,33,18.3,66
BNF,2011,1,10,18.5,19.7,17.4,27.6,18.4,0
BNF,2011,1,11,17.925,22.1,16.4,26.1,17.9,36
BNF,2011,1,12,13.825,16.6,11.8,22.4,13.8,0
BNF,2011,1,13,16,22.6,13.3,30.8,14.4,204
BNF,2011,1,14,16.75,32.1,13,32.1,15.5,378
BNF,2011,1,15,17.35,23.7,12.5,33.7,12.1,174
BNF,2011,1,16,16.05,21.4,13.3,33,14.7,96
BNF,2011,1,17,15.95,24.1,12.2,30.7,12.4,156
BNF,2011,1,18,15.375,20.6,12.8,25.9,13.1,66
BNF,2011,1,19,17.2,26.3,12.9,38.5,14.2,420
BNF,2011,1,20,16.625,25.9,11.9,36.9,12.9,330
BNF,2011,1,21,15.1,26.5,9.8,41.6,11,420
BNF,2011,1,22,16.75,27.3,10.8,45.5,11.9,438
BNF,2011,1,23,17.8,28.1,12.5,45.3,11.9,408
BNF,2011,1,24,17.775,28.6,11.4,46.4,12.1,426
BNF,2011,1,25,18.55,28.2,12.5,46.6,13.9,420
BNF,2011,1,26,18.4,27.9,13.3,46.7,15,372
BNF,2011,1,27,18.95,27.6,13.8,46.6,15,324
BNF,2011,1,28,19.8,27.4,15.2,43,16.8,348
BNF,2011,1,29,18.375,22,16.2,29.9,16.9,132
BNF,2011,1,30,17.125,23.2,14.4,35.6,15.3,156
BNF,2011,1,31,16.7,21.2,14.7,29,15,0
BNF,2011,2,1,17.95,25.5,14.7,39.9,15.9,252
BNF,2011,2,2,16.3,21.4,14,26,14.9,0
BNF,2011,2,3,17.925,25.3,13.8,33,15.4,360
BNF,2011,2,4,17.075,27.4,13.1,32.6,15,300
BNF,2011,2,5,16.925,28.4,12.2,33.8,14.3,366
BNF,2011,2,6,16.55,28.7,9.7,35.2,12.5,366
BNF,2011,2,7,16.875,28.8,9.8,37.4,12.2,336
BNF,2011,2,8,16.75,28.8,9.3,39.5,12,372
BNF,2011,2,9,17.3,29.2,10.3,45.6,11.7,378
BNF,2011,2,10,17.425,29,10,45.8,11.6,390
BNF,2011,2,11,17,29.9,9.6,46.5,11.5,390
BNF,2011,2,12,17.2,29.8,9.3,46.1,11.2,336
BNF,2011,2,13,18.225,29.8,10.9,47.5,12.4,390
BNF,2011,2,14,18.675,29.6,10.3,47.5,12.1,414
BNF,2011,2,15,19.05,30.4,10.6,47.3,12,438
BNF,2011,2,16,18.7,30.5,10.2,46.7,12.5,342
BNF,2011,2,17,19.1,31.2,10.7,49.5,12,420
BNF,2011,2,18,21.225,29.4,15.5,46.1,16.8,192
BNF,2011,2,19,20.025,30.3,12.4,53.1,13.5,384
BNF,2011,2,20,19.125,30.6,10.7,49.1,11.5,498
BNF,2011,2,21,18.6,31.4,9.5,49.8,11.9,492
BNF,2011,2,22,19.525,32.2,10.7,52.1,12.9,528
BNF,2011,2,23,20.625,31.9,12.4,49.6,13.5,456
BNF,2011,2,24,20,31.5,11.2,52.2,12.5,498
BNF,2011,2,25,19.9,32.7,10.8,51.5,12.1,462
BNF,2011,2,26,20.05,32.4,11.2,50.6,12.6,456
BNF,2011,2,27,20.575,31,12.2,51.3,13.5,390
BNF,2011,2,28,22.2,33.3,15.3,52.6,15.3,420
BNF,2011,3,1,20.15,33.7,10.2,52.9,11.5,468
BNF,2011,3,2,21.425,32.5,12.1,50.9,13.4,456
BNF,2011,3,3,23.375,33.5,16.1,53.6,16.6,468
BNF,2011,3,4,22.075,29.8,15.1,47.9,15.9,312
BNF,2011,3,5,23.975,34.1,16.7,54.9,17.7,456
BNF,2011,3,6,22.875,33.8,14.6,52.5,14.9,306
BNF,2011,3,7,21.3,33.6,11.9,55.1,13,522
BNF,2011,3,8,21.275,31.6,13.2,50.1,14.5,444
BNF,2011,3,9,22.75,32.3,16,53.5,17.5,426
BNF,2011,3,10,22.05,31.6,14.7,50.1,15.9,366
BNF,2011,3,11,22.125,32.6,16.6,53.5,18,348
BNF,2011,3,12,20.675,30.4,15.4,49.1,17.2,258
